gameid,Away,AwayID,Home,HomeID
828,NEW JERSEY,25,NASHVILLE,12
829,CAROLINA,23,MINNESOTA,11
830,NY RANGERS,27,ARIZONA,5
831,DALLAS,10,COLORADO,9
832,VANCOUVER,7,CALGARY,2
833,WASHINGTON,30,LOS ANGELES,4
834,PITTSBURGH,29,CHICAGO,8
835,ST. LOUIS,13,FLORIDA,18
836,PHILADELPHIA,28,BUFFALO,16
837,WASHINGTON,30,ANAHEIM,1
838,TAMPA BAY,21,SAN JOSE,6
839,NY RANGERS,27,NY ISLANDERS,26
840,CAROLINA,23,OTTAWA,20
841,MONTREAL,19,DETROIT,17
842,EDMONTON,3,WINNIPEG,14
843,ARIZONA,5,COLORADO,9
844,BOSTON,15,CALGARY,2
845,MINNESOTA,11,VANCOUVER,7
846,TAMPA BAY,21,LOS ANGELES,4
847,COLUMBUS,24,PHILADELPHIA,28
848,WASHINGTON,30,PITTSBURGH,29
849,NY ISLANDERS,26,CAROLINA,23
850,BUFFALO,16,NEW JERSEY,25
851,FLORIDA,18,TORONTO,22
852,DALLAS,10,ST. LOUIS,13
853,SAN JOSE,6,NASHVILLE,12
854,MONTREAL,19,OTTAWA,20
855,DETROIT,17,CHICAGO,8
856,MINNESOTA,11,CALGARY,2
857,LOS ANGELES,4,COLORADO,9
858,BOSTON,15,EDMONTON,3
859,TAMPA BAY,21,ANAHEIM,1
860,NASHVILLE,12,NY ISLANDERS,26
861,VANCOUVER,7,NY RANGERS,27
862,BUFFALO,16,PHILADELPHIA,28
863,COLUMBUS,24,PITTSBURGH,29
864,WINNIPEG,14,WASHINGTON,30
865,FLORIDA,18,MONTREAL,19
866,SAN JOSE,6,DALLAS,10
867,OTTAWA,20,BUFFALO,16
868,VANCOUVER,7,NEW JERSEY,25
869,TORONTO,22,CAROLINA,23
870,BOSTON,15,ST. LOUIS,13
871,COLORADO,9,CHICAGO,8
872,ANAHEIM,1,CALGARY,2
873,MINNESOTA,11,EDMONTON,3
874,NY ISLANDERS,26,WASHINGTON,30
875,NASHVILLE,12,PHILADELPHIA,28
876,WINNIPEG,14,TORONTO,22
877,COLUMBUS,24,MONTREAL,19
878,FLORIDA,18,OTTAWA,20
879,CAROLINA,23,NEW JERSEY,25
880,ANAHEIM,1,EDMONTON,3
881,PITTSBURGH,29,ST. LOUIS,13
882,DETROIT,17,DALLAS,10
883,TAMPA BAY,21,ARIZONA,5
884,LOS ANGELES,4,SAN JOSE,6
885,WASHINGTON,30,PHILADELPHIA,28
886,BOSTON,15,CHICAGO,8
887,NASHVILLE,12,BUFFALO,16
888,VANCOUVER,7,NY ISLANDERS,26
889,FLORIDA,18,PITTSBURGH,29
890,TAMPA BAY,21,COLORADO,9
891,COLUMBUS,24,NY RANGERS,27
892,DALLAS,10,MINNESOTA,11
893,ARIZONA,5,NEW JERSEY,25
894,DETROIT,17,ANAHEIM,1
895,VANCOUVER,7,BOSTON,15
896,ARIZONA,5,NY ISLANDERS,26
897,CALGARY,2,NY RANGERS,27
898,PHILADELPHIA,28,CAROLINA,23
899,BUFFALO,16,COLUMBUS,24
900,MONTREAL,19,ST. LOUIS,13
901,COLORADO,9,NASHVILLE,12
902,EDMONTON,3,MINNESOTA,11
903,DALLAS,10,WINNIPEG,14
904,FLORIDA,18,CHICAGO,8
905,DETROIT,17,LOS ANGELES,4
906,CALGARY,2,NEW JERSEY,25
907,PITTSBURGH,29,WASHINGTON,30
908,OTTAWA,20,ANAHEIM,1
909,VANCOUVER,7,BUFFALO,16
910,ARIZONA,5,NY RANGERS,27
911,MONTREAL,19,COLUMBUS,24
912,PHILADELPHIA,28,TORONTO,22
913,CHICAGO,8,FLORIDA,18
914,ST. LOUIS,13,WINNIPEG,14
915,MINNESOTA,11,NASHVILLE,12
916,OTTAWA,20,LOS ANGELES,4
917,DETROIT,17,SAN JOSE,6
918,BOSTON,15,NEW JERSEY,25
919,CALGARY,2,NY ISLANDERS,26
920,WASHINGTON,30,CAROLINA,23
921,CHICAGO,8,TAMPA BAY,21
922,COLORADO,9,DALLAS,10
923,LOS ANGELES,4,ANAHEIM,1
924,BUFFALO,16,FLORIDA,18
925,DETROIT,17,NASHVILLE,12
926,CAROLINA,23,NY ISLANDERS,26
927,NEW JERSEY,25,COLUMBUS,24
928,ARIZONA,5,BOSTON,15
929,TORONTO,22,MONTREAL,19
930,NY RANGERS,27,PHILADELPHIA,28
931,MINNESOTA,11,COLORADO,9
932,ST. LOUIS,13,EDMONTON,3
933,OTTAWA,20,SAN JOSE,6
934,LOS ANGELES,4,WINNIPEG,14
935,TAMPA BAY,21,FLORIDA,18
936,COLUMBUS,24,PITTSBURGH,29
937,TORONTO,22,WASHINGTON,30
938,ANAHEIM,1,DALLAS,10
939,ST. LOUIS,13,VANCOUVER,7
940,NASHVILLE,12,NY RANGERS,27
941,CAROLINA,23,CHICAGO,8
942,MONTREAL,19,SAN JOSE,6
943,NASHVILLE,12,NEW JERSEY,25
944,CALGARY,2,PHILADELPHIA,28
945,WASHINGTON,30,COLUMBUS,24
946,BUFFALO,16,TAMPA BAY,21
947,TORONTO,22,FLORIDA,18
948,OTTAWA,20,MINNESOTA,11
949,NY ISLANDERS,26,DALLAS,10
950,ANAHEIM,1,ARIZONA,5
951,LOS ANGELES,4,EDMONTON,3
952,SAN JOSE,6,VANCOUVER,7
953,OTTAWA,20,WINNIPEG,14
954,NY RANGERS,27,DETROIT,17
955,PITTSBURGH,29,COLORADO,9
956,MONTREAL,19,ANAHEIM,1
957,CALGARY,2,BOSTON,15
958,ST. LOUIS,13,PHILADELPHIA,28
959,MINNESOTA,11,WASHINGTON,30
960,TORONTO,22,TAMPA BAY,21
961,DALLAS,10,FLORIDA,18
962,NY ISLANDERS,26,NASHVILLE,12
963,VANCOUVER,7,ARIZONA,5
964,MONTREAL,19,LOS ANGELES,4
965,COLUMBUS,24,NEW JERSEY,25
966,MINNESOTA,11,CAROLINA,23
967,BUFFALO,16,OTTAWA,20
968,CALGARY,2,DETROIT,17
969,EDMONTON,3,CHICAGO,8
970,PITTSBURGH,29,ANAHEIM,1
971,PHILADELPHIA,28,BOSTON,15
972,ST. LOUIS,13,TORONTO,22
973,DALLAS,10,TAMPA BAY,21
974,NY ISLANDERS,26,FLORIDA,18
975,BUFFALO,16,WASHINGTON,30
976,COLORADO,9,COLUMBUS,24
977,WINNIPEG,14,NASHVILLE,12
978,MONTREAL,19,ARIZONA,5
979,PITTSBURGH,29,LOS ANGELES,4
980,VANCOUVER,7,SAN JOSE,6
981,EDMONTON,3,CAROLINA,23
982,PHILADELPHIA,28,NEW JERSEY,25
983,COLORADO,9,MINNESOTA,11
984,CALGARY,2,OTTAWA,20
985,DETROIT,17,BOSTON,15
986,NY RANGERS,27,CHICAGO,8
987,NY ISLANDERS,26,TORONTO,22
988,EDMONTON,3,DETROIT,17
989,ANAHEIM,1,VANCOUVER,7
990,NASHVILLE,12,ARIZONA,5
991,PITTSBURGH,29,SAN JOSE,6
992,NY RANGERS,27,NY ISLANDERS,26
993,DALLAS,10,PHILADELPHIA,28
994,COLUMBUS,24,CAROLINA,23
995,TAMPA BAY,21,MONTREAL,19
996,BOSTON,15,OTTAWA,20
997,WINNIPEG,14,ST. LOUIS,13
998,NEW JERSEY,25,MINNESOTA,11
999,LOS ANGELES,4,COLORADO,9
1000,BUFFALO,16,TORONTO,22
1001,NY RANGERS,27,WASHINGTON,30
1002,ANAHEIM,1,CALGARY,2
1003,TAMPA BAY,21,BOSTON,15
1004,EDMONTON,3,PITTSBURGH,29
1005,DALLAS,10,CAROLINA,23
1006,OTTAWA,20,MONTREAL,19
1007,COLUMBUS,24,DETROIT,17
1008,WINNIPEG,14,FLORIDA,18
1009,PHILADELPHIA,28,ST. LOUIS,13
1010,NEW JERSEY,25,COLORADO,9
1011,LOS ANGELES,4,VANCOUVER,7
1012,CHICAGO,8,ARIZONA,5
1013,NASHVILLE,12,SAN JOSE,6
1014,OTTAWA,20,NY ISLANDERS,26
1015,DALLAS,10,WASHINGTON,30
1016,EDMONTON,3,COLUMBUS,24
1017,ANAHEIM,1,MINNESOTA,11
1018,TORONTO,22,CALGARY,2
1019,DETROIT,17,PHILADELPHIA,28
1020,BOSTON,15,PITTSBURGH,29
1021,CHICAGO,8,SAN JOSE,6
1022,NY RANGERS,27,BUFFALO,16
1023,WINNIPEG,14,TAMPA BAY,21
1024,MONTREAL,19,NY ISLANDERS,26
1025,FLORIDA,18,CAROLINA,23
1026,TORONTO,22,VANCOUVER,7
1027,MINNESOTA,11,ST. LOUIS,13
1028,NEW JERSEY,25,ARIZONA,5
1029,CALGARY,2,COLORADO,9
1030,NASHVILLE,12,LOS ANGELES,4
1031,FLORIDA,18,NY RANGERS,27
1032,CAROLINA,23,COLUMBUS,24
1033,ST. LOUIS,13,DALLAS,10
1034,PHILADELPHIA,28,OTTAWA,20
1035,DETROIT,17,PITTSBURGH,29
1036,BOSTON,15,WASHINGTON,30
1037,NASHVILLE,12,ANAHEIM,1
1038,WASHINGTON,30,BUFFALO,16
1039,MONTREAL,19,TAMPA BAY,21
1040,TORONTO,22,EDMONTON,3
1041,ARIZONA,5,LOS ANGELES,4
1042,PITTSBURGH,29,NEW JERSEY,25
1043,OTTAWA,20,CAROLINA,23
1044,BUFFALO,16,BOSTON,15
1045,MONTREAL,19,FLORIDA,18
1046,MINNESOTA,11,NASHVILLE,12
1047,SAN JOSE,6,WINNIPEG,14
1048,NY ISLANDERS,26,CHICAGO,8
1049,ST. LOUIS,13,CALGARY,2
1050,PHILADELPHIA,28,VANCOUVER,7
1051,CHICAGO,8,NY RANGERS,27
1052,COLUMBUS,24,EDMONTON,3
1053,LOS ANGELES,4,ANAHEIM,1
1054,SAN JOSE,6,TORONTO,22
1055,CAROLINA,23,MONTREAL,19
1056,BOSTON,15,OTTAWA,20
1057,DETROIT,17,FLORIDA,18
1058,WASHINGTON,30,MINNESOTA,11
1059,ST. LOUIS,13,WINNIPEG,14
1060,PITTSBURGH,29,DALLAS,10
1061,PHILADELPHIA,28,CALGARY,2
1062,COLUMBUS,24,VANCOUVER,7
1063,COLORADO,9,ARIZONA,5
1064,NEW JERSEY,25,BUFFALO,16
1065,DETROIT,17,TAMPA BAY,21
1066,COLORADO,9,ANAHEIM,1
1067,ST. LOUIS,13,MINNESOTA,11
1068,COLUMBUS,24,CALGARY,2
1069,VANCOUVER,7,LOS ANGELES,4
1070,SAN JOSE,6,MONTREAL,19
1071,TORONTO,22,OTTAWA,20
1072,BOSTON,15,FLORIDA,18
1073,NY ISLANDERS,26,NEW JERSEY,25
1074,NY RANGERS,27,CAROLINA,23
1075,WASHINGTON,30,WINNIPEG,14
1076,BUFFALO,16,NASHVILLE,12
1077,CHICAGO,8,DALLAS,10
1078,PITTSBURGH,29,ARIZONA,5
1079,PHILADELPHIA,28,EDMONTON,3
1080,ST. LOUIS,13,DETROIT,17
1081,BOSTON,15,TAMPA BAY,21
1082,ANAHEIM,1,NY RANGERS,27
1083,VANCOUVER,7,ARIZONA,5
1084,LOS ANGELES,4,NEW JERSEY,25
1085,CHICAGO,8,CAROLINA,23
1086,MINNESOTA,11,TORONTO,22
1087,SAN JOSE,6,OTTAWA,20
1088,BUFFALO,16,DALLAS,10
1089,COLORADO,9,CALGARY,2
1090,WINNIPEG,14,EDMONTON,3
1091,MINNESOTA,11,NY ISLANDERS,26
1092,LOS ANGELES,4,NY RANGERS,27
1093,ST. LOUIS,13,PITTSBURGH,29
1094,ANAHEIM,1,COLUMBUS,24
1095,ARIZONA,5,DETROIT,17
1096,FLORIDA,18,TAMPA BAY,21
1097,MONTREAL,19,NASHVILLE,12
1098,WINNIPEG,14,VANCOUVER,7
1099,CHICAGO,8,PHILADELPHIA,28
1100,COLORADO,9,EDMONTON,3
1101,DALLAS,10,CALGARY,2
1102,ANAHEIM,1,BOSTON,15
1103,ARIZONA,5,BUFFALO,16
1104,LOS ANGELES,4,NY ISLANDERS,26
1105,NEW JERSEY,25,WASHINGTON,30
1106,PITTSBURGH,29,CAROLINA,23
1107,FLORIDA,18,TORONTO,22
1108,NY RANGERS,27,OTTAWA,20
1109,SAN JOSE,6,DETROIT,17
1110,NASHVILLE,12,TAMPA BAY,21
1111,MONTREAL,19,WINNIPEG,14
1112,COLORADO,9,VANCOUVER,7
1113,CALGARY,2,MINNESOTA,11
1114,COLUMBUS,24,CHICAGO,8
1115,DALLAS,10,EDMONTON,3
1116,NASHVILLE,12,WASHINGTON,30
1117,NY RANGERS,27,BOSTON,15
1118,ANAHEIM,1,NY ISLANDERS,26
1119,SAN JOSE,6,PHILADELPHIA,28
1120,ARIZONA,5,PITTSBURGH,29
1121,TAMPA BAY,21,DETROIT,17
1122,OTTAWA,20,TORONTO,22
1123,FLORIDA,18,MONTREAL,19
1124,NEW JERSEY,25,CAROLINA,23
1125,COLUMBUS,24,ST. LOUIS,13
1126,LOS ANGELES,4,MINNESOTA,11
1127,BUFFALO,16,COLORADO,9
1128,DALLAS,10,VANCOUVER,7
1129,WASHINGTON,30,NY RANGERS,27
1130,FLORIDA,18,OTTAWA,20
1131,DETROIT,17,NY ISLANDERS,26
1132,BOSTON,15,CAROLINA,23
1133,CALGARY,2,NASHVILLE,12
1134,ANAHEIM,1,NEW JERSEY,25
1135,SAN JOSE,6,PITTSBURGH,29
1136,CHICAGO,8,WINNIPEG,14
1137,TAMPA BAY,21,MONTREAL,19
1138,VANCOUVER,7,ST. LOUIS,13
1139,LOS ANGELES,4,CHICAGO,8
1140,CALGARY,2,DALLAS,10
1141,EDMONTON,3,COLORADO,9
1142,BUFFALO,16,ARIZONA,5
1143,FLORIDA,18,BOSTON,15
1144,CAROLINA,23,WASHINGTON,30
1145,NEW JERSEY,25,COLUMBUS,24
1146,TAMPA BAY,21,TORONTO,22
1147,OTTAWA,20,DETROIT,17
1148,VANCOUVER,7,NASHVILLE,12
1149,NY RANGERS,27,WINNIPEG,14
1150,TORONTO,22,BUFFALO,16
1151,PHILADELPHIA,28,PITTSBURGH,29
1152,EDMONTON,3,ANAHEIM,1
1153,COLORADO,9,SAN JOSE,6
1154,NY ISLANDERS,26,COLUMBUS,24
1155,WASHINGTON,30,MONTREAL,19
1156,TAMPA BAY,21,OTTAWA,20
1157,BOSTON,15,DETROIT,17
1158,CAROLINA,23,FLORIDA,18
1159,CALGARY,2,ST. LOUIS,13
1160,NY RANGERS,27,MINNESOTA,11
1161,VANCOUVER,7,CHICAGO,8
1162,EDMONTON,3,LOS ANGELES,4
1163,CHICAGO,8,BUFFALO,16
1164,MONTREAL,19,NEW JERSEY,25
1165,ST. LOUIS,13,DALLAS,10
1166,COLORADO,9,ANAHEIM,1
1167,ARIZONA,5,SAN JOSE,6
1168,PHILADELPHIA,28,CAROLINA,23
1169,PITTSBURGH,29,COLUMBUS,24
1170,VANCOUVER,7,WINNIPEG,14
1171,TORONTO,22,BOSTON,15
1172,WASHINGTON,30,OTTAWA,20
1173,TAMPA BAY,21,FLORIDA,18
1174,BUFFALO,16,NY ISLANDERS,26
1175,NEW JERSEY,25,NY RANGERS,27
1176,DETROIT,17,MINNESOTA,11
1177,DALLAS,10,NASHVILLE,12
1178,SAN JOSE,6,ARIZONA,5
1179,CALGARY,2,EDMONTON,3
1180,COLORADO,9,LOS ANGELES,4
1181,WASHINGTON,30,DETROIT,17
1182,MONTREAL,19,FLORIDA,18
1183,OTTAWA,20,TORONTO,22
1184,PITTSBURGH,29,PHILADELPHIA,28
1185,ST. LOUIS,13,CHICAGO,8
1186,CAROLINA,23,BUFFALO,16
1187,COLUMBUS,24,NY RANGERS,27
1188,WINNIPEG,14,MINNESOTA,11
1189,LOS ANGELES,4,VANCOUVER,7
1190,DALLAS,10,SAN JOSE,6
1191,NY RANGERS,27,NEW JERSEY,25
1192,NY ISLANDERS,26,PHILADELPHIA,28
1193,PITTSBURGH,29,OTTAWA,20
1194,CAROLINA,23,DETROIT,17
1195,WINNIPEG,14,ST. LOUIS,13
1196,MINNESOTA,11,CHICAGO,8
1197,NASHVILLE,12,COLORADO,9
1198,ARIZONA,5,CALGARY,2
1199,LOS ANGELES,4,EDMONTON,3
1200,TORONTO,22,COLUMBUS,24
1201,BOSTON,15,WASHINGTON,30
1202,DALLAS,10,ANAHEIM,1
1203,OTTAWA,20,NY RANGERS,27
1204,CAROLINA,23,PHILADELPHIA,28
1205,DETROIT,17,MONTREAL,19
1206,NEW JERSEY,25,TAMPA BAY,21
1207,BOSTON,15,FLORIDA,18
1208,CHICAGO,8,ST. LOUIS,13
1209,MINNESOTA,11,NASHVILLE,12
1210,WINNIPEG,14,COLORADO,9
1211,LOS ANGELES,4,CALGARY,2
1212,SAN JOSE,6,EDMONTON,3
1213,ARIZONA,5,VANCOUVER,7
1214,NY ISLANDERS,26,PITTSBURGH,29
1215,BUFFALO,16,COLUMBUS,24
1216,OTTAWA,20,PHILADELPHIA,28
1217,NY RANGERS,27,WASHINGTON,30
1218,CALGARY,2,WINNIPEG,14
1219,SAN JOSE,6,LOS ANGELES,4
1220,PITTSBURGH,29,BUFFALO,16
1221,MONTREAL,19,TORONTO,22
1222,NEW JERSEY,25,FLORIDA,18
1223,COLUMBUS,24,NY ISLANDERS,26
1224,DETROIT,17,CAROLINA,23
1225,BOSTON,15,TAMPA BAY,21
1226,MINNESOTA,11,ST. LOUIS,13
1227,NASHVILLE,12,DALLAS,10
1228,CHICAGO,8,COLORADO,9
1229,ANAHEIM,1,ARIZONA,5
1230,EDMONTON,3,VANCOUVER,7
