gameid,Away,AwayID,Home,HomeID
750,BUFFALO,16,MONTREAL,19
751,TAMPA BAY,21,ST. LOUIS,13
752,TORONTO,22,NASHVILLE,12
753,CHICAGO,8,MINNESOTA,11
754,COLORADO,9,DALLAS,10
755,WINNIPEG,14,VANCOUVER,7
756,CAROLINA,23,ANAHEIM,1
757,BOSTON,15,NY RANGERS,27
758,PITTSBURGH,29,EDMONTON,3
759,SAN JOSE,6,CALGARY,2
760,ST. LOUIS,13,BUFFALO,16
761,NY ISLANDERS,26,PHILADELPHIA,28
762,WASHINGTON,30,OTTAWA,20
763,LOS ANGELES,4,FLORIDA,18
764,ANAHEIM,1,NASHVILLE,12
765,TAMPA BAY,21,DALLAS,10
766,DETROIT,17,COLORADO,9
767,CAROLINA,23,ARIZONA,5
768,SAN JOSE,6,VANCOUVER,7
769,TORONTO,22,NEW JERSEY,25
770,ANAHEIM,1,WASHINGTON,30
771,ST. LOUIS,13,COLUMBUS,24
772,CHICAGO,8,WINNIPEG,14
773,PITTSBURGH,29,CALGARY,2
774,NY RANGERS,27,NASHVILLE,12
775,LOS ANGELES,4,TAMPA BAY,21
776,NY ISLANDERS,26,BOSTON,15
777,DALLAS,10,BUFFALO,16
778,EDMONTON,3,TORONTO,22
779,NEW JERSEY,25,MONTREAL,19
780,COLUMBUS,24,OTTAWA,20
781,COLORADO,9,MINNESOTA,11
782,DETROIT,17,ARIZONA,5
783,PITTSBURGH,29,VANCOUVER,7
784,CAROLINA,23,SAN JOSE,6
785,CHICAGO,8,ST. LOUIS,13
786,NASHVILLE,12,FLORIDA,18
787,PHILADELPHIA,28,WASHINGTON,30
788,NY ISLANDERS,26,BUFFALO,16
789,ANAHEIM,1,TAMPA BAY,21
790,DALLAS,10,NY RANGERS,27
791,COLORADO,9,WINNIPEG,14
792,MONTREAL,19,BOSTON,15
793,EDMONTON,3,NEW JERSEY,25
794,LOS ANGELES,4,COLUMBUS,24
795,VANCOUVER,7,MINNESOTA,11
796,ARIZONA,5,CHICAGO,8
797,CALGARY,2,SAN JOSE,6
798,DALLAS,10,BOSTON,15
799,OTTAWA,20,BUFFALO,16
800,EDMONTON,3,NY ISLANDERS,26
801,NY RANGERS,27,TORONTO,22
802,PHILADELPHIA,28,MONTREAL,19
803,ANAHEIM,1,FLORIDA,18
804,ARIZONA,5,ST. LOUIS,13
805,TAMPA BAY,21,NASHVILLE,12
806,MINNESOTA,11,WINNIPEG,14
807,DETROIT,17,PITTSBURGH,29
808,VANCOUVER,7,CHICAGO,8
809,WASHINGTON,30,SAN JOSE,6
810,TORONTO,22,NY ISLANDERS,26
811,ANAHEIM,1,CAROLINA,23
812,EDMONTON,3,MONTREAL,19
813,PITTSBURGH,29,OTTAWA,20
814,ST. LOUIS,13,TAMPA BAY,21
815,WINNIPEG,14,NASHVILLE,12
816,FLORIDA,18,MINNESOTA,11
817,NY RANGERS,27,COLORADO,9
818,CALGARY,2,LOS ANGELES,4
819,PHILADELPHIA,28,COLUMBUS,24
820,NEW JERSEY,25,CHICAGO,8
821,FLORIDA,18,DALLAS,10
822,SAN JOSE,6,ARIZONA,5
823,BOSTON,15,VANCOUVER,7
824,EDMONTON,3,OTTAWA,20
825,TORONTO,22,MONTREAL,19
826,WINNIPEG,14,DETROIT,17
827,COLUMBUS,24,NY ISLANDERS,26
