GameDate,GameID,Home,Away
2015-02-19,20861,PHILADELPHIA,BUFFALO
2015-02-19,20862,PITTSBURGH,COLUMBUS
2015-02-19,20863,WASHINGTON,WINNIPEG
2015-02-19,20864,MONTREAL,FLORIDA
2015-02-19,20865,DALLAS,SAN JOSE
2015-02-20,20866,BUFFALO,OTTAWA
2015-02-20,20867,NEW JERSEY,VANCOUVER
2015-02-20,20868,CAROLINA,TORONTO
2015-02-20,20869,ST. LOUIS,BOSTON
2015-02-20,20870,CHICAGO,COLORADO
2015-02-20,20871,CALGARY,ANAHEIM
2015-02-20,20872,EDMONTON,MINNESOTA
2015-02-21,20873,WASHINGTON,NY ISLANDERS
2015-02-21,20874,PHILADELPHIA,NASHVILLE
2015-02-21,20875,TORONTO,WINNIPEG
2015-02-21,20876,MONTREAL,COLUMBUS
2015-02-21,20877,OTTAWA,FLORIDA
2015-02-21,20878,NEW JERSEY,CAROLINA
2015-02-21,20879,EDMONTON,ANAHEIM
2015-02-21,20880,ST. LOUIS,PITTSBURGH
2015-02-21,20881,DALLAS,DETROIT
2015-02-21,20882,ARIZONA,TAMPA BAY
2015-02-21,20883,SAN JOSE,LOS ANGELES
2015-02-22,20884,PHILADELPHIA,WASHINGTON
2015-02-22,20885,CHICAGO,BOSTON
2015-02-22,20886,BUFFALO,NASHVILLE
2015-02-22,20887,NY ISLANDERS,VANCOUVER
2015-02-22,20888,PITTSBURGH,FLORIDA
2015-02-22,20889,COLORADO,TAMPA BAY
2015-02-22,20890,NY RANGERS,COLUMBUS
2015-02-22,20891,MINNESOTA,DALLAS
2015-02-23,20892,NEW JERSEY,ARIZONA
2015-02-23,20893,ANAHEIM,DETROIT
2015-02-24,20894,BOSTON,VANCOUVER
2015-02-24,20895,NY ISLANDERS,ARIZONA
2015-02-24,20896,NY RANGERS,CALGARY
2015-02-24,20897,CAROLINA,PHILADELPHIA
2015-02-24,20898,COLUMBUS,BUFFALO
2015-02-24,20899,ST. LOUIS,MONTREAL
2015-02-24,20900,NASHVILLE,COLORADO
2015-02-24,20901,MINNESOTA,EDMONTON
2015-02-24,20902,WINNIPEG,DALLAS
2015-02-24,20903,CHICAGO,FLORIDA
2015-02-24,20904,LOS ANGELES,DETROIT
2015-02-25,20905,NEW JERSEY,CALGARY
2015-02-25,20906,WASHINGTON,PITTSBURGH
2015-02-25,20907,ANAHEIM,OTTAWA
2015-02-26,20908,BUFFALO,VANCOUVER
2015-02-26,20909,NY RANGERS,ARIZONA
2015-02-26,20910,COLUMBUS,MONTREAL
2015-02-26,20911,TORONTO,PHILADELPHIA
2015-02-26,20912,FLORIDA,CHICAGO
2015-02-26,20914,WINNIPEG,ST. LOUIS
2015-02-26,20913,NASHVILLE,MINNESOTA
2015-02-26,20915,LOS ANGELES,OTTAWA
2015-02-26,20916,SAN JOSE,DETROIT
2015-02-27,20917,NEW JERSEY,BOSTON
2015-02-27,20918,NY ISLANDERS,CALGARY
2015-02-27,20919,CAROLINA,WASHINGTON
2015-02-27,20920,TAMPA BAY,CHICAGO
2015-02-27,20921,DALLAS,COLORADO
2015-02-27,20922,ANAHEIM,LOS ANGELES
2015-02-28,20923,FLORIDA,BUFFALO
2015-02-28,20924,NASHVILLE,DETROIT
2015-02-28,20925,NY ISLANDERS,CAROLINA
2015-02-28,20926,COLUMBUS,NEW JERSEY
2015-02-28,20927,BOSTON,ARIZONA
2015-02-28,20928,MONTREAL,TORONTO
2015-02-28,20929,PHILADELPHIA,NY RANGERS
2015-02-28,20930,COLORADO,MINNESOTA
2015-02-28,20931,EDMONTON,ST. LOUIS
2015-02-28,20932,SAN JOSE,OTTAWA
2015-03-01,20933,WINNIPEG,LOS ANGELES
2015-03-01,20934,FLORIDA,TAMPA BAY
2015-03-01,20935,PITTSBURGH,COLUMBUS
2015-03-01,20936,WASHINGTON,TORONTO
2015-03-01,20937,DALLAS,ANAHEIM
2015-03-01,20938,VANCOUVER,ST. LOUIS
2015-03-02,20939,NY RANGERS,NASHVILLE
2015-03-02,20940,CHICAGO,CAROLINA
2015-03-02,20941,SAN JOSE,MONTREAL
2015-03-03,20942,NEW JERSEY,NASHVILLE
2015-03-03,20943,PHILADELPHIA,CALGARY
2015-03-03,20944,COLUMBUS,WASHINGTON
2015-03-03,20945,TAMPA BAY,BUFFALO
2015-03-03,20946,FLORIDA,TORONTO
2015-03-03,20947,MINNESOTA,OTTAWA
2015-03-03,20948,DALLAS,NY ISLANDERS
2015-03-03,20949,ARIZONA,ANAHEIM
2015-03-03,20950,EDMONTON,LOS ANGELES
2015-03-03,20951,VANCOUVER,SAN JOSE
2015-03-04,20952,WINNIPEG,OTTAWA
2015-03-04,20953,DETROIT,NY RANGERS
2015-03-04,20954,COLORADO,PITTSBURGH
2015-03-04,20955,ANAHEIM,MONTREAL
2015-03-05,20956,BOSTON,CALGARY
2015-03-05,20957,PHILADELPHIA,ST. LOUIS
2015-03-05,20958,WASHINGTON,MINNESOTA
2015-03-05,20959,TAMPA BAY,TORONTO
2015-03-05,20960,FLORIDA,DALLAS
2015-03-05,20961,NASHVILLE,NY ISLANDERS
2015-03-05,20962,ARIZONA,VANCOUVER
2015-03-05,20963,LOS ANGELES,MONTREAL
2015-03-06,20964,NEW JERSEY,COLUMBUS
2015-03-06,20965,CAROLINA,MINNESOTA
2015-03-06,20966,OTTAWA,BUFFALO
2015-03-06,20967,DETROIT,CALGARY
2015-03-06,20968,CHICAGO,EDMONTON
2015-03-06,20969,ANAHEIM,PITTSBURGH
2015-03-07,20970,BOSTON,PHILADELPHIA
2015-03-07,20971,TORONTO,ST. LOUIS
2015-03-07,20972,TAMPA BAY,DALLAS
2015-03-07,20973,FLORIDA,NY ISLANDERS
2015-03-07,20974,WASHINGTON,BUFFALO
2015-03-07,20975,COLUMBUS,COLORADO
2015-03-07,20976,NASHVILLE,WINNIPEG
2015-03-07,20977,ARIZONA,MONTREAL
2015-03-07,20978,LOS ANGELES,PITTSBURGH
2015-03-07,20979,SAN JOSE,VANCOUVER
2015-03-08,20980,CAROLINA,EDMONTON
2015-03-08,20981,NEW JERSEY,PHILADELPHIA
2015-03-08,20982,MINNESOTA,COLORADO
2015-03-08,20983,OTTAWA,CALGARY
2015-03-08,20984,BOSTON,DETROIT
2015-03-08,20985,CHICAGO,NY RANGERS
2015-03-09,20986,TORONTO,NY ISLANDERS
2015-03-09,20987,DETROIT,EDMONTON
2015-03-09,20988,VANCOUVER,ANAHEIM
2015-03-09,20989,ARIZONA,NASHVILLE
2015-03-09,20990,SAN JOSE,PITTSBURGH
2015-03-10,20991,NY ISLANDERS,NY RANGERS
2015-03-10,20992,PHILADELPHIA,DALLAS
2015-03-10,20993,CAROLINA,COLUMBUS
2015-03-10,20994,MONTREAL,TAMPA BAY
2015-03-10,20995,OTTAWA,BOSTON
2015-03-10,20996,ST. LOUIS,WINNIPEG
2015-03-10,20997,MINNESOTA,NEW JERSEY
2015-03-10,20998,COLORADO,LOS ANGELES
2015-03-11,20999,TORONTO,BUFFALO
2015-03-11,21000,WASHINGTON,NY RANGERS
2015-03-11,21001,CALGARY,ANAHEIM
2015-03-12,21002,BOSTON,TAMPA BAY
2015-03-12,21003,PITTSBURGH,EDMONTON
2015-03-12,21004,CAROLINA,DALLAS
2015-03-12,21005,MONTREAL,OTTAWA
2015-03-12,21006,DETROIT,COLUMBUS
2015-03-12,21007,FLORIDA,WINNIPEG
2015-03-12,21008,ST. LOUIS,PHILADELPHIA
2015-03-12,21009,COLORADO,NEW JERSEY
2015-03-12,21010,VANCOUVER,LOS ANGELES
2015-03-12,21011,ARIZONA,CHICAGO
2015-03-12,21012,SAN JOSE,NASHVILLE
2015-03-13,21013,NY ISLANDERS,OTTAWA
2015-03-13,21014,WASHINGTON,DALLAS
2015-03-13,21015,COLUMBUS,EDMONTON
2015-03-13,21016,MINNESOTA,ANAHEIM
2015-03-13,21017,CALGARY,TORONTO
2015-03-14,21018,PHILADELPHIA,DETROIT
2015-03-14,21019,PITTSBURGH,BOSTON
2015-03-14,21020,SAN JOSE,CHICAGO
2015-03-14,21021,BUFFALO,NY RANGERS
2015-03-14,21022,TAMPA BAY,WINNIPEG
2015-03-14,21023,NY ISLANDERS,MONTREAL
2015-03-14,21024,CAROLINA,FLORIDA
2015-03-14,21025,VANCOUVER,TORONTO
2015-03-14,21026,ST. LOUIS,MINNESOTA
2015-03-14,21027,ARIZONA,NEW JERSEY
2015-03-14,21028,COLORADO,CALGARY
2015-03-14,21029,LOS ANGELES,NASHVILLE
2015-03-15,21030,NY RANGERS,FLORIDA
2015-03-15,21031,COLUMBUS,CAROLINA
2015-03-15,21032,DALLAS,ST. LOUIS
2015-03-15,21033,OTTAWA,PHILADELPHIA
2015-03-15,21034,PITTSBURGH,DETROIT
2015-03-15,21035,WASHINGTON,BOSTON
2015-03-15,21036,ANAHEIM,NASHVILLE
2015-03-16,21037,BUFFALO,WASHINGTON
2015-03-16,21038,TAMPA BAY,MONTREAL
2015-03-16,21039,EDMONTON,TORONTO
2015-03-16,21040,LOS ANGELES,ARIZONA
2015-03-17,21042,NEW JERSEY,PITTSBURGH
2015-03-17,21043,CAROLINA,OTTAWA
2015-03-17,21041,BOSTON,BUFFALO
2015-03-17,21044,FLORIDA,MONTREAL
2015-03-17,21045,NASHVILLE,MINNESOTA
2015-03-17,21046,WINNIPEG,SAN JOSE
2015-03-17,21047,CHICAGO,NY ISLANDERS
2015-03-17,21048,CALGARY,ST. LOUIS
2015-03-17,21049,VANCOUVER,PHILADELPHIA
2015-03-18,21050,NY RANGERS,CHICAGO
2015-03-18,21051,EDMONTON,COLUMBUS
2015-03-18,21052,ANAHEIM,LOS ANGELES
2015-03-19,21053,TORONTO,SAN JOSE
2015-03-19,21054,MONTREAL,CAROLINA
2015-03-19,21055,OTTAWA,BOSTON
2015-03-19,21056,FLORIDA,DETROIT
2015-03-19,21057,MINNESOTA,WASHINGTON
2015-03-19,21058,WINNIPEG,ST. LOUIS
2015-03-19,21059,DALLAS,PITTSBURGH
2015-03-19,21060,CALGARY,PHILADELPHIA
2015-03-19,21061,VANCOUVER,COLUMBUS
2015-03-19,21062,ARIZONA,COLORADO
2015-03-20,21063,BUFFALO,NEW JERSEY
2015-03-20,21064,TAMPA BAY,DETROIT
2015-03-20,21065,ANAHEIM,COLORADO
2015-03-21,21066,MINNESOTA,ST. LOUIS
2015-03-21,21067,CALGARY,COLUMBUS
2015-03-21,21068,LOS ANGELES,VANCOUVER
2015-03-21,21069,MONTREAL,SAN JOSE
2015-03-21,21070,OTTAWA,TORONTO
2015-03-21,21071,FLORIDA,BOSTON
2015-03-21,21072,NEW JERSEY,NY ISLANDERS
2015-03-21,21073,CAROLINA,NY RANGERS
2015-03-21,21074,WINNIPEG,WASHINGTON
2015-03-21,21075,NASHVILLE,BUFFALO
2015-03-21,21076,DALLAS,CHICAGO
2015-03-21,21077,ARIZONA,PITTSBURGH
2015-03-21,21078,EDMONTON,PHILADELPHIA
2015-03-22,21079,DETROIT,ST. LOUIS
2015-03-22,21080,TAMPA BAY,BOSTON
2015-03-22,21081,NY RANGERS,ANAHEIM
2015-03-22,21082,ARIZONA,VANCOUVER
2015-03-23,21083,NEW JERSEY,LOS ANGELES
2015-03-23,21084,CAROLINA,CHICAGO
2015-03-23,21085,TORONTO,MINNESOTA
2015-03-23,21086,OTTAWA,SAN JOSE
2015-03-23,21087,DALLAS,BUFFALO
2015-03-23,21088,CALGARY,COLORADO
2015-03-23,21089,EDMONTON,WINNIPEG
2015-03-24,21090,NY ISLANDERS,MINNESOTA
2015-03-24,21091,NY RANGERS,LOS ANGELES
2015-03-24,21092,PITTSBURGH,ST. LOUIS
2015-03-24,21093,COLUMBUS,ANAHEIM
2015-03-24,21094,DETROIT,ARIZONA
2015-03-24,21095,TAMPA BAY,FLORIDA
2015-03-24,21096,NASHVILLE,MONTREAL
2015-03-24,21097,VANCOUVER,WINNIPEG
2015-03-25,21098,PHILADELPHIA,CHICAGO
2015-03-25,21099,EDMONTON,COLORADO
2015-03-25,21100,CALGARY,DALLAS
2015-03-26,21101,BOSTON,ANAHEIM
2015-03-26,21102,BUFFALO,ARIZONA
2015-03-26,21103,NY ISLANDERS,LOS ANGELES
2015-03-26,21104,WASHINGTON,NEW JERSEY
2015-03-26,21105,CAROLINA,PITTSBURGH
2015-03-26,21106,TORONTO,FLORIDA
2015-03-26,21107,OTTAWA,NY RANGERS
2015-03-26,21108,DETROIT,SAN JOSE
2015-03-26,21109,TAMPA BAY,NASHVILLE
2015-03-26,21110,WINNIPEG,MONTREAL
2015-03-26,21111,VANCOUVER,COLORADO
2015-03-27,21112,MINNESOTA,CALGARY
2015-03-27,21113,CHICAGO,COLUMBUS
2015-03-27,21114,EDMONTON,DALLAS
2015-03-28,21115,WASHINGTON,NASHVILLE
2015-03-28,21116,BOSTON,NY RANGERS
2015-03-28,21117,NY ISLANDERS,ANAHEIM
2015-03-28,21118,PHILADELPHIA,SAN JOSE
2015-03-28,21119,PITTSBURGH,ARIZONA
2015-03-28,21120,DETROIT,TAMPA BAY
2015-03-28,21121,TORONTO,OTTAWA
2015-03-28,21122,MONTREAL,FLORIDA
2015-03-28,21123,CAROLINA,NEW JERSEY
2015-03-28,21124,ST. LOUIS,COLUMBUS
2015-03-28,21125,MINNESOTA,LOS ANGELES
2015-03-28,21126,COLORADO,BUFFALO
2015-03-28,21127,VANCOUVER,DALLAS
2015-03-29,21128,NY RANGERS,WASHINGTON
2015-03-29,21129,OTTAWA,FLORIDA
2015-03-29,21130,NY ISLANDERS,DETROIT
2015-03-29,21131,CAROLINA,BOSTON
2015-03-29,21132,NASHVILLE,CALGARY
2015-03-29,21133,NEW JERSEY,ANAHEIM
2015-03-29,21134,PITTSBURGH,SAN JOSE
2015-03-29,21135,WINNIPEG,CHICAGO
2015-03-30,21136,MONTREAL,TAMPA BAY
2015-03-30,21137,ST. LOUIS,VANCOUVER
2015-03-30,21138,CHICAGO,LOS ANGELES
2015-03-30,21139,DALLAS,CALGARY
2015-03-30,21140,COLORADO,EDMONTON
2015-03-30,21141,ARIZONA,BUFFALO
2015-03-31,21142,BOSTON,FLORIDA
2015-03-31,21143,WASHINGTON,CAROLINA
2015-03-31,21144,COLUMBUS,NEW JERSEY
2015-03-31,21145,TORONTO,TAMPA BAY
2015-03-31,21146,DETROIT,OTTAWA
2015-03-31,21147,NASHVILLE,VANCOUVER
2015-03-31,21148,WINNIPEG,NY RANGERS
2015-04-01,21149,BUFFALO,TORONTO
2015-04-01,21150,PITTSBURGH,PHILADELPHIA
2015-04-01,21151,ANAHEIM,EDMONTON
2015-04-01,21152,SAN JOSE,COLORADO
2015-04-02,21153,COLUMBUS,NY ISLANDERS
2015-04-02,21154,MONTREAL,WASHINGTON
2015-04-02,21155,OTTAWA,TAMPA BAY
2015-04-02,21156,DETROIT,BOSTON
2015-04-02,21157,FLORIDA,CAROLINA
2015-04-02,21158,ST. LOUIS,CALGARY
2015-04-02,21159,MINNESOTA,NY RANGERS
2015-04-02,21160,CHICAGO,VANCOUVER
2015-04-02,21161,LOS ANGELES,EDMONTON
2015-04-03,21162,BUFFALO,CHICAGO
2015-04-03,21163,NEW JERSEY,MONTREAL
2015-04-03,21164,DALLAS,ST. LOUIS
2015-04-03,21165,ANAHEIM,COLORADO
2015-04-03,21166,SAN JOSE,ARIZONA
2015-04-04,21167,CAROLINA,PHILADELPHIA
2015-04-04,21168,COLUMBUS,PITTSBURGH
2015-04-04,21169,WINNIPEG,VANCOUVER
2015-04-04,21170,BOSTON,TORONTO
2015-04-04,21171,OTTAWA,WASHINGTON
2015-04-04,21172,FLORIDA,TAMPA BAY
2015-04-04,21173,NY ISLANDERS,BUFFALO
2015-04-04,21174,NY RANGERS,NEW JERSEY
2015-04-04,21175,MINNESOTA,DETROIT
2015-04-04,21176,NASHVILLE,DALLAS
2015-04-04,21177,ARIZONA,SAN JOSE
2015-04-04,21178,EDMONTON,CALGARY
2015-04-04,21179,LOS ANGELES,COLORADO
2015-04-05,21180,DETROIT,WASHINGTON
2015-04-05,21181,FLORIDA,MONTREAL
2015-04-05,21182,TORONTO,OTTAWA
2015-04-05,21183,PHILADELPHIA,PITTSBURGH
2015-04-05,21184,CHICAGO,ST. LOUIS
2015-04-06,21185,BUFFALO,CAROLINA
2015-04-06,21186,NY RANGERS,COLUMBUS
2015-04-06,21187,MINNESOTA,WINNIPEG
2015-04-06,21188,VANCOUVER,LOS ANGELES
2015-04-06,21189,SAN JOSE,DALLAS
2015-04-07,21190,NEW JERSEY,NY RANGERS
2015-04-07,21191,PHILADELPHIA,NY ISLANDERS
2015-04-07,21192,OTTAWA,PITTSBURGH
2015-04-07,21193,DETROIT,CAROLINA
2015-04-07,21195,ST. LOUIS,WINNIPEG
2015-04-07,21196,CHICAGO,MINNESOTA
2015-04-07,21197,COLORADO,NASHVILLE
2015-04-07,21198,CALGARY,ARIZONA
2015-04-07,21199,EDMONTON,LOS ANGELES
2015-04-08,21200,COLUMBUS,TORONTO
2015-04-08,21201,WASHINGTON,BOSTON
2015-04-08,21202,ANAHEIM,DALLAS
2015-04-09,21203,NY RANGERS,OTTAWA
2015-04-09,21204,PHILADELPHIA,CAROLINA
2015-04-09,21205,MONTREAL,DETROIT
2015-04-09,21206,TAMPA BAY,NEW JERSEY
2015-04-09,21207,FLORIDA,BOSTON
2015-04-09,21208,ST. LOUIS,CHICAGO
2015-04-09,21209,NASHVILLE,MINNESOTA
2015-04-09,21210,COLORADO,WINNIPEG
2015-04-09,21211,CALGARY,LOS ANGELES
2015-04-09,21212,EDMONTON,SAN JOSE
2015-04-09,21213,VANCOUVER,ARIZONA
2015-04-10,21214,PITTSBURGH,NY ISLANDERS
2015-04-10,21215,COLUMBUS,BUFFALO
2015-04-11,21216,PHILADELPHIA,OTTAWA
2015-04-11,21217,WASHINGTON,NY RANGERS
2015-04-11,21218,WINNIPEG,CALGARY
2015-04-11,21219,LOS ANGELES,SAN JOSE
2015-04-11,21220,BUFFALO,PITTSBURGH
2015-04-11,21221,TORONTO,MONTREAL
2015-04-11,21222,FLORIDA,NEW JERSEY
2015-04-11,21223,NY ISLANDERS,COLUMBUS
2015-04-11,21224,CAROLINA,DETROIT
2015-04-11,21225,TAMPA BAY,BOSTON
2015-04-11,21226,ST. LOUIS,MINNESOTA
2015-04-11,21227,DALLAS,NASHVILLE
2015-04-11,21228,COLORADO,CHICAGO
2015-04-11,21229,ARIZONA,ANAHEIM
2015-04-11,21230,VANCOUVER,EDMONTON
